%time,field.header.seq,field.header.stamp,field.header.frame_id,field.child_frame_id,field.transform.translation.x,field.transform.translation.y,field.transform.translation.z,field.transform.rotation.x,field.transform.rotation.y,field.transform.rotation.z,field.transform.rotation.w
1639666213690091179,0,0,,,-3.03047505459e-05,0.000171424454597,0.4,0.0,0.0,-3.56733798754e-05,0.999999999364
1639666216026202942,0,0,,,-3.03047505459e-05,0.000171424454597,0.4,0.0,0.0,-3.56733798754e-05,0.999999999364
1639666219112212601,0,0,,,-3.03047505459e-05,0.000171424454597,0.4,0.0,0.0,-3.56733798754e-05,0.999999999364
1639666221765484633,0,0,,,-3.03047505459e-05,0.000171424454597,0.4,0.0,0.0,-3.56733798754e-05,0.999999999364
1639666224088544634,0,0,,,-3.03047505459e-05,0.000171424454597,0.4,0.0,0.0,-3.56733798754e-05,0.999999999364
1639666226434550571,0,0,,,-3.03047505459e-05,0.000171424454597,0.4,0.0,0.0,-3.56733798754e-05,0.999999999364
1639666228958979822,0,0,,,-3.03047505459e-05,0.000171424454597,0.4,0.0,0.0,-3.56733798754e-05,0.999999999364
1639666231279862124,0,0,,,-3.03047505459e-05,0.000171424454597,0.4,0.0,0.0,-3.56733798754e-05,0.999999999364
1639666233908164872,0,0,,,-3.03047505459e-05,0.000171424454597,0.4,0.0,0.0,-3.56733798754e-05,0.999999999364
1639666236332232926,0,0,,,-3.03047505459e-05,0.000171424454597,0.4,0.0,0.0,-3.56733798754e-05,0.999999999364
1639666238652792825,0,0,,,-3.03047505459e-05,0.000171424454597,0.4,0.0,0.0,-3.56733798754e-05,0.999999999364
1639666240778356399,0,0,,,-3.03047505459e-05,0.000171424454597,0.4,0.0,0.0,-3.56733798754e-05,0.999999999364
1639666243014723140,0,0,,,-3.03047505459e-05,0.000171424454597,0.4,0.0,0.0,-3.56733798754e-05,0.999999999364
1639666245638937329,0,0,,,-3.03047505459e-05,0.000171424454597,0.4,0.0,0.0,-3.56733798754e-05,0.999999999364
1639666247883844058,0,0,,,-3.03047505459e-05,0.000171424454597,0.4,0.0,0.0,-3.56733798754e-05,0.999999999364
1639666250130864036,0,0,,,-3.03047505459e-05,0.000171424454597,0.4,0.0,0.0,-3.56733798754e-05,0.999999999364
1639666252464397195,0,0,,,-3.03047505459e-05,0.000171424454597,0.4,0.0,0.0,-3.56733798754e-05,0.999999999364
1639666254794847027,0,0,,,-3.03047505459e-05,0.000171424454597,0.4,0.0,0.0,-3.56733798754e-05,0.999999999364
1639666257523367950,0,0,,,-3.03047505459e-05,0.000171424454597,0.4,0.0,0.0,-3.56733798754e-05,0.999999999364
1639666260062322920,0,0,,,-3.03047505459e-05,0.000171424454597,0.4,0.0,0.0,-3.56733798754e-05,0.999999999364
1639666262503426395,0,0,,,-3.03047505459e-05,0.000171424454597,0.4,0.0,0.0,-3.56733798754e-05,0.999999999364
1639666265069454911,0,0,,,-3.03047505459e-05,0.000171424454597,0.4,0.0,0.0,-3.56733798754e-05,0.999999999364
1639666267429307569,0,0,,,-3.03047505459e-05,0.000171424454597,0.4,0.0,0.0,-3.56733798754e-05,0.999999999364
1639666269480475272,0,0,,,-3.03047505459e-05,0.000171424454597,0.4,0.0,0.0,-3.56733798754e-05,0.999999999364
1639666271614195004,0,0,,,-3.03047505459e-05,0.000171424454597,0.4,0.0,0.0,-3.56733798754e-05,0.999999999364
